Primary ID,Number,Metabolite,Super Class,Class,Sub_Class,VIP 1,VIP 2
LivPos_C0452,828,Octadecenoyl-tetradecanoyl-glycero-phosphocholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.611956,1.29672
LivPos_C1390,992,PS(39:1)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.611265,1.11974
LivPos_C1179,1063,PC(38:6)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.610338,1.6589
LivPos_C1193,115,LysoPE(24:1)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.609843,0.744426
LivPos_C0230,262,PC(34:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.608805,1.09937
LivNeg_C361,524,PG(40:9),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.608786,1.63692
LivPos_C1590,394,Diamino-4-hydroxy-5-N-methylformamidopyrimidine_3,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,0.607551,1.4555
LivNeg_C104,1243,LysoPC(20:2)_1,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.60724,0.160848
LivNeg_C424,470,PE(36:1)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.60545,0.735091
LivPos_C0420,38,PC(38:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.605186,1.19434
LivPos_C0836,962,PC(36:4)_5,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.604545,1.1724
LivPos_C0810,131,GlcCer(36:2),Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.604439,1.57728
LivNeg_C003,1001,Docosahexaenoic acid_3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.604209,0.529074
LivNeg_C090,40,methylene bis(thiocyanate),Organosulfur compounds,Thioacetals,Dithioacetals,0.604081,1.41708
LivNeg_C358,566,PI(36:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.603919,0.771751
LivNeg_C083,20,Arachidonic acid_2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.603263,0.99589
LivPos_C0112,305,Sphingosine,Organic nitrogen compounds,Organonitrogen compounds,Amines,0.603124,2.22745
LivNeg_C795,1232,Antibiotic TAN 528A;Awamycin;TAN 528A,Benzenoids,Naphthalenes,Naphthoquinones,0.600772,1.48058
LivPos_C0994,1078,PE(33:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.600351,1.45973
LivPos_C0579,521,PC(34:2)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.597718,0.708275
LivPos_C0476,557,Hydroxydodecanoic acid_1,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,0.596322,1.11576
LivPos_C0481,1138,PC(38:3)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.595607,0.461208
LivPos_C0074,681,Peptide_7,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.59499,0.43877
LivNeg_C420,174,PS(37:0)_6,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.594156,1.0924
LivPos_C0620,363,DG(38:4),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.591822,1.26998
LivPos_C0167,123,PC(34:1)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.591431,0.644975
LivPos_C0392,1042,DG(44:12),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.590996,1.68831
LivNeg_C820,960,PC(21:4),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.590272,1.28043
LivPos_C0717,145,PC(18:2)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.5902,0.46704
LivPos_C1358,1024,PE(42:4)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.590131,1.071
LivGC_C397,354,Pyruvic acid,Organic acids and derivatives,Keto acids and derivatives,Alpha-keto acids and derivatives,0.589934,1.80549
LivNeg_C639,386,Heptadecanoyl-sn-glycero-3-phosphocholine_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.5886,1.94845
LivNeg_C329,948,Palmitoylglycerophosphoinositol,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.586438,1.38643
LivNeg_C571,865,N-Palmitoylsphingosine,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.585927,1.35736
LivPos_C0234,614,arginine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.585417,1.52966
LivPos_C0172,150,Diamino-4-hydroxy-5-N-methylformamidopyrimidine_4,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,0.585339,1.57564
LivPos_C1041,6,PE(36:0)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.582712,0.761192
LivNeg_C544,1120,PE(36:1)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.582357,0.282076
LivPos_C1156,159,PC(36:2)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.581546,1.38299
LivPos_C1780,175,PC(40:5)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.581351,1.36247
LivNeg_C749,842,PC(42:8),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.581303,1.38744
LivPos_C0964,661,Dipalmitoleoyl-sn-glycero-3-phosphocholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.580534,1.06599
LivGC_C014,255,Glutamic acid,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.580341,1.55192
LivNeg_C800,1082,Calcimycin,Organoheterocyclic compounds,Benzoxazoles,NA,0.580029,0.673824
LivNeg_C582,1151,octacosaoctaenoic acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.580028,1.63514
LivPos_C0708,731,LysoPC(20:3)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.578728,0.587565
LivPos_C0820,891,PC(35:4),Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.574389,0.926933
LivPos_C0185,1104,Octadecenyl-oleoyl-glycero-3-phosphoethanolamine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.573191,1.15193
LivPos_C0454,532,Lys-Arg-Thr-Leu-Arg-Arg,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.570176,1.32925
LivGC_C033,242,Glycerol,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.569103,1.28284
LivNeg_C534,312,PS(22:6)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.567617,1.13715
LivPos_C0047,323,phosphatidylcholine_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.56677,0.291032
LivNeg_C433,724,PG(34:2)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.56598,1.3656
LivNeg_C103,659,LysoPC(20:2)_2,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.565093,0.745132
LivNeg_C099,964,PE(34:1)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.564675,1.0338
LivNeg_C475,683,PS(38:4)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.563889,1.75996
LivPos_C1397,1213,D-galactosyl-N-palmitoylsphinganine,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.562047,1.1681
LivNeg_C532,430,Hydroxy-Octadecanoic acid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.561229,1.07112
LivPos_C0310,62,Palmitoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.557158,0.882565
LivNeg_C213,678,PS(39:1)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.55678,0.366859
LivPos_C0397,81,Cer(38:0),Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.556357,2.0118
LivNeg_C202,493,Arachidonoylglycerophosphoinositol_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.555458,1.0762
LivPos_C0039,1021,nutriacholic acid,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",0.551596,0.818771
LivNeg_C431,75,PI(36:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.551251,1.30965
LivPos_C0376,604,PC(29:1),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.550685,2.07812
LivPos_C0459,623,PC(36:4)_6,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.550459,0.978635
LivPos_C1158,1226,PC(36:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.550229,1.02593
LivPos_C0236,525,Pentacosanoylglycine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.547237,1.26327
LivPos_C1584,17,PE(38:0)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.547095,0.703614
LivGC_C187,334,Valine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.545777,1.10202
LivNeg_C267,1116,Trihydroxy-5b-cholanoic acid_5,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",0.545028,0.660028
LivPos_C1404,1000,LysoPC(20:5)_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.541175,0.861922
LivNeg_C673,70,PS(37:1)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.540652,1.02263
LivPos_C0593,675,Trimethylbicyclo[2.2.1]hept-1-yl)cyclohexanol,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,0.540573,2.15399
LivNeg_C393,1204,Euphorbiaproliferin J,Organic acids and derivatives,Carboxylic acids and derivatives,Pentacarboxylic acids and derivatives,0.536175,1.59143
LivPos_C0254,68,GlcCer(44:1)_2,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.535617,1.5417
LivNeg_C302,299,PC(32:1)_2,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.532835,0.512203
LivNeg_C346,1010,PE(40:6)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.532139,0.747546
LivPos_C0052,186,PC(34:4)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.532089,1.95083
LivNeg_C148,235,PS(21:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.532026,1.70439
LivPos_C0232,198,Dihexadecanoyl-sn-glycero-3-phosphocholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.531532,0.868082
LivGC_C158,904,Tyrosine,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.531144,0.686101
LivPos_C0049,500,3-oxocholic acid,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",0.531017,1.80442
LivPos_C0069,770,DG(34:4),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.526733,1.93974
LivNeg_C093,642,Cer(40:1)_3,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.525437,1.2806
LivPos_C0413,497,stearoyl-Cer(34:1),Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,0.524746,1.47434
LivPos_C1588,1026,PE(42:4)_6,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.523671,0.406548
LivPos_C1007,80,Palmitoyl-2-glutaryl phosphatidylcholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.523572,1.76084
LivPos_C1260,464,Dihomo-trihydroxy-prostadienoic acid,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,0.523017,1.51296
LivNeg_C273,1009,PS(39:1)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.522687,0.794366
LivPos_C0453,1175,PE(42:10),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.522107,1.16581
LivNeg_C581,64,PS(38:4)_8,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.518093,0.849257
LivNeg_C032,800,PC(34:1)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.517206,1.42319
LivPos_C0373,29,PC(30:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.515713,0.954514
LivNeg_C333,834,sesquiterpenoid,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,0.514964,1.09917
LivPos_C1851,965,Niacinamide_2,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,0.514461,1.66073
LivPos_C1852,1006,Adenine,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,0.514096,0.690598
LivPos_C0976,19,Glc-Stigmasterol(16:1),Lipids and lipid-like molecules,Steroids and steroid derivatives,Stigmastanes and derivatives,0.51223,0.375668
LivNeg_C543,959,PS(39:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.510051,1.03016
LivPos_C0095,463,sn-glucero-3-phosphoethanolamine_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.50905,1.74672
LivPos_C0883,429,PS(41:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.50789,0.639004
LivNeg_C035,590,prostaglandin_1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,0.507629,1.28763
LivPos_C0649,541,D-glucosyl-N-tetracosanoylsphinganine,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.507579,1.56631
LivPos_C1203,1044,Heptadecanoyl-sn-glycero-3-phosphocholine_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.507512,0.882986
LivPos_C0561,14,PG(35:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.50677,1.17689
LivGC_C025,583,Urea,Organic compounds,Organic acids and derivatives,Organic carbonic acids and derivatives,0.50338,0.917279
LivPos_C0841,468,PC(36:5)_2,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.502099,1.01297
LivPos_C0063,437,Docosahexaenoic acid_5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.501654,1.47048
LivNeg_C572,238,PS(39:1)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.500091,1.85891
LivNeg_C021,224,PE(36:4),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.499736,1.40605
LivPos_C0028,1060,LysoPAF(18:1)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.49702,0.969564
LivPos_C1213,718,Palmitoylethanolamide,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,0.496662,0.973736
LivNeg_C797,574,LysoPE(15:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.491106,0.785005
LivPos_C0141,331,Octadecyl-sn-glycero-3-phosphocholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.490038,1.44044
LivNeg_C615,267,PI(20:3)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.489865,0.926933
LivPos_C0048,989,Octadecenoyl-glycero-3-phosphoethanolamine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.486823,1.68868
LivNeg_C425,657,PE(40:5)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.485358,0.307552
LivNeg_C542,167,PC(34:1)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.48495,0.684482
LivPos_C0110,792,LysoPE(22:6)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.483565,0.334063
LivNeg_C280,1235,PI(40:5)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.483369,0.791797
LivPos_C0262,1223,FAHFA(34:0),Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.4824,1.156
LivGC_C032,900,D-Cellobiose,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.482383,1.1053
LivPos_C0203,595,DG(36:6),Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.481141,0.684546
LivNeg_C038,874,PG(34:1)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.480757,1.45599
LivPos_C0402,432,Cer(40:1)_2,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.480035,0.367867
LivPos_C0380,248,LysoPC(20:4)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.478955,1.71171
LivNeg_C665,158,PS(37:0)_7,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.475916,1.25849
LivNeg_C015,322,PE(34:1)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.475496,0.481141
LivNeg_C248,991,PS(33:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.473255,0.619382
LivNeg_C742,1067,epsilon-Tocopherol,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,0.472471,0.348291
LivPos_C0739,375,Cer(20:0),Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.471839,1.19524
LivNeg_C707,121,Stearoyl-sn-glycero-phosphomyo-inositol_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.471729,0.538506
LivPos_C0747,185,PA(36:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.471105,1.5099
LivGC_C007,489,Galactose_2,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.4701,0.591469
LivNeg_C117,722,benzoic acid,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,0.46819,0.566546
LivPos_C1381,616,Ubiquinol_1,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,0.467611,0.645929
LivPos_C1165,1122,PS(39:0)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.4672,0.484998
LivNeg_C139,1011,Arachidonic acid_3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.46677,1.1275
LivGC_C046,955,Xanthine_2,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,0.465172,1.2469
LivPos_C0331,813,"CE(9,5)",Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,0.464836,0.711466
LivNeg_C301,1186,Trihexosylceramide (34:1),Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.464683,0.798266
LivPos_C0503,382,Icosenoylphytosphingosine,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.464326,0.924809
LivPos_C0387,1241,PS(41:7)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.464025,1.00692
LivPos_C1074,282,sn-glucero-3-phosphoethanolamine_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.464015,0.673814
LivPos_C0307,177,PE(36:0)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.463958,1.51899
LivNeg_C772,1154,LysoPA(18:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,0.462855,0.953321
LivNeg_C483,923,Apo-14'-zeaxanthinal_2,Lipids and lipid-like molecules,Prenol lipids,Sesterterpenoids,0.460157,0.419131
LivPos_C0073,1237,PC(38:6)_7,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.459743,0.936777
LivPos_C0031,755,N-heptadecanoylsphingosine-1-phosphocholine,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,0.459579,0.496042
LivNeg_C020,1206,reduced glutathione,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.458274,1.02302
LivPos_C0200,804,Arachidoyl-sn-glycero-3-phosphocholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.456096,0.442821
LivPos_C0584,961,PG(19:0),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoglycerols,0.456017,0.690037
LivNeg_C727,23,PE(44:3),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.455883,0.815387
LivPos_C0085,780,sn-glycero-3-phosphoserine_1,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.455162,1.07078
LivNeg_C164,768,PS(38:4)_6,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.454853,1.29972
LivPos_C1382,168,PE(38:5)_4,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.453569,0.651945
LivNeg_C264,1099,taurocholic acid_3,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",0.452341,0.904984
LivNeg_C452,694,Octadecenoyl-eicosatetraenoyl-glucuronyl-glycerol,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,0.44976,0.60367
LivNeg_C793,166,PS(40:6)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.448719,1.40515
LivNeg_C197,319,Docosahexaenoic acid_2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.448311,1.34531
LivPos_C0474,672,MG(18:3)_1,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,0.447038,0.755344
LivNeg_C541,1195,S-Acetyldihydrolipoamide,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,0.44667,0.414184
LivNeg_C650,766,Dihydroxy-cholanoic acid_3,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",0.446144,0.464487
LivPos_C0400,183,Eicosadiene,Hydrocarbons,Unsaturated hydrocarbons,Olefins,0.444427,1.55639
LivNeg_C489,849,PC(38:6)_8,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.443995,1.2982
LivNeg_C037,972,PE(38:4)_5,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.442589,0.424286
LivPos_C0270,378,LysoPE(20:4),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.439486,0.411456
LivPos_C0823,518,PC(38:4)_2,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.438956,0.865902
LivNeg_C719,1056,PE(40:5)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.438426,0.287483
LivNeg_C051,199,PC(36:2)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.43712,0.384398
LivPos_C0583,192,PC(16:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.43371,1.91654
LivPos_C0734,219,Kaempferol 3-[4''-(p-coumaroylglucosyl)rhamnoside],Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,0.433286,1.2786
LivPos_C0618,569,PI(38:5),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoinositols,0.432123,0.956888
LivPos_C1347,573,PC(33:2),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.431743,1.05856
LivPos_C0566,696,PS(40:0)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.431622,1.29618
LivPos_C1576,26,PC(44:12)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.429802,1.562
LivNeg_C715,654,Linoleic acid_2,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,0.429316,1.20569
LivPos_C0302,665,Stearic acid_2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.428611,1.00547
LivPos_C0558,749,PE(40:0)_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.425121,0.611182
LivGC_C008,806,Glucose-6-phosphate,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,0.422116,0.646093
LivNeg_C574,686,PE(36:1)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.421415,1.31011
LivPos_C0258,481,Dodecylbenzenesulfonic acid_2,Benzenoids,Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives,0.421413,1.34868
LivPos_C0362,761,DG(40:3)_2,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.41943,1.1589
LivPos_C0450,1073,PE(37:6),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.418228,0.821448
LivGC_C004,646,Inosine_2,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,0.417938,1.64555
LivPos_C0344,607,DG(36:2)_2,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,0.416795,0.751695
LivPos_C1281,1034,Ubiquinol_2,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,0.41649,0.526035
LivPos_C1096,938,Nonadecyl palmitoleate,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.414822,1.16416
LivNeg_C751,893,Phytosphingosine,Organic nitrogen compounds,Organonitrogen compounds,Amines,0.413388,1.59214
LivPos_C0819,1098,PC(40:6)_4,Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.412832,0.343225
LivNeg_C278,501,PE-NMe(11D3/13M5),Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,0.412288,0.701974
LivNeg_C286,452,N-Lignoceroylsphingosine_2,Lipids and lipid-like molecules,Sphingolipids,Ceramides,0.411669,1.05846
LivNeg_C625,205,N-Acetyl-leukotriene E4,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,0.406726,0.743605
LivPos_C0086,55,MG(18:1),Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,0.406439,1.70502
LivPos_C1017,1132,Docosahexaenoic acid_4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.406203,1.99359
LivPos_C0038,393,Glycero-3-phosphocholine,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.406167,0.795183
LivGC_C120,1225,"Alanine, beta-",Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.405754,0.70911
LivPos_C0977,728,PC(40:5)_3,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,0.405277,0.347912
LivNeg_C463,635,syringic acid acetate_2,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,0.405138,1.59039
LivPos_C0285,346,GalCer(42:1),Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,0.403168,1.79153
LivPos_C0042,306,sn-glycero-3-phosphoserine_2,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,0.402971,1.24593
LivPos_C1011,1263,LysoPC(14:0),Lipids and lipid-like molecule,Glycerophospholipid,Glycerophosphocholines,0.400011,1.06923
